ID,Sampling site,Sampling time,C3mean,C3sd,C35,C325,C350,C375,C395,C4mean,C4sd,C45,C425,C450,C475,C495,Soilmean,Soilsd,Soil5,Soil25,Soil50,Soil75,Soil95,Planktonmean,Planktonsd,Plankton5,Plankton25,Plankton50,Plankton75,Plankton95
1,ZT,Dec-14,0.318174028,0.127833498,0.096681174,0.23128845,0.322834195,0.406541979,0.521264418,0.214507992,0.114443205,0.050365811,0.127264179,0.204685768,0.284298191,0.422178759,0.271017427,0.167591144,0.05124471,0.139759972,0.243303953,0.374387512,0.588444404,0.196300554,0.099985073,0.045832446,0.118586381,0.189883799,0.26396924,0.37324504
2,CT,Dec-14,0.41890956,0.128906994,0.196631399,0.341631236,0.424572795,0.505200385,0.620741993,0.096343864,0.064080846,0.022657273,0.050246421,0.083150079,0.126341072,0.217631269,0.152743634,0.117114997,0.028530612,0.070802753,0.123331477,0.200510364,0.383731898,0.332002942,0.110489969,0.134763378,0.261027641,0.336854089,0.40740794,0.504487329
3,ZX,Dec-14,0.348248813,0.125896769,0.126513818,0.266715638,0.353224154,0.432055713,0.548089213,0.117809328,0.076522954,0.026538732,0.061206841,0.100908827,0.158023963,0.267627035,0.19857003,0.143921175,0.033484967,0.091519408,0.165973102,0.266256335,0.489250733,0.335371829,0.122295965,0.10908717,0.259323914,0.343572352,0.419911772,0.520658332
4,WZ,Dec-14,0.39519611,0.128510911,0.169943701,0.313253344,0.40128256,0.48262764,0.596015185,0.12421855,0.080023754,0.028336803,0.065583093,0.108318774,0.162812089,0.280470638,0.1997196,0.137567651,0.038694502,0.09491323,0.170520742,0.271778517,0.466646379,0.28086574,0.111645267,0.087146248,0.205211598,0.284678137,0.357981984,0.4622761
5,FJ,Dec-14,0.152665545,0.084743488,0.035011201,0.085782838,0.141479121,0.209265804,0.303439103,0.252261574,0.118357086,0.064317336,0.162127729,0.250970544,0.332981663,0.457530983,0.352773544,0.195435421,0.063804039,0.190898029,0.341240335,0.496693017,0.683023709,0.242299337,0.123459037,0.050280797,0.145165682,0.24121627,0.332865495,0.447494499
6,ZG,Dec-14,0.10470665,0.06430029,0.023566848,0.056224944,0.092643314,0.141372054,0.227684537,0.150939528,0.085732587,0.031203106,0.08303895,0.141089461,0.208007461,0.303126882,0.364878867,0.213763843,0.059918202,0.186781768,0.351347546,0.520053539,0.74579108,0.379474955,0.17573932,0.076481819,0.241268762,0.395858444,0.513539982,0.642868688
7,ZT,Aug-15,0.198674568,0.099434757,0.046950864,0.121048574,0.195261166,0.267743009,0.372104504,0.124348541,0.074307624,0.028632332,0.068372118,0.110725769,0.167407936,0.266329974,0.219993297,0.158179532,0.034312797,0.09773939,0.18553179,0.30492321,0.529223616,0.456983593,0.135851818,0.196126191,0.382380036,0.471149631,0.54737732,0.654961175
8,CT,Aug-15,0.03785551,0.026449882,0.007471223,0.01804815,0.031705433,0.050845953,0.089429913,0.038463243,0.02636618,0.007488358,0.018326742,0.032558209,0.052850003,0.089534768,0.076998613,0.107004075,0.009981686,0.02552751,0.048488986,0.087944722,0.212707117,0.846682634,0.113632966,0.710674634,0.819856732,0.867053063,0.906211421,0.950097568
9,FL,Aug-15,0.002582048,0.002057704,0.00049511,0.001143171,0.001987736,0.003393116,0.006658163,0.002540554,0.002108015,0.000515216,0.001108613,0.001926198,0.003286949,0.006513605,0.49529455,0.493592526,0.000568373,0.001496745,0.489931894,0.989647671,0.994489479,0.499582848,0.4954833,0.001197658,0.003424092,0.502712122,0.995249594,0.997430404
10,ZX,Aug-15,0.118723129,0.069761828,0.026691241,0.063601656,0.107952062,0.16282554,0.250785864,0.082166599,0.052181746,0.018734345,0.042569751,0.071581335,0.110257277,0.183663793,0.146166061,0.116790485,0.023776052,0.063415553,0.114182027,0.196116366,0.36180443,0.652944212,0.117042251,0.459052895,0.588354238,0.662368412,0.732340611,0.824238996
11,WZ,Aug-15,0.450927699,0.128614392,0.219226934,0.375193325,0.45632484,0.533392147,0.648864988,0.097245588,0.066333493,0.020767354,0.050337901,0.083425643,0.126393719,0.221205005,0.159115332,0.120823695,0.02658231,0.072668942,0.130066788,0.210458068,0.397855516,0.292711382,0.107135609,0.103688904,0.223457552,0.297748553,0.364384071,0.464235842
12,FJ,Aug-15,0.063856426,0.042476412,0.013160028,0.032177884,0.053721703,0.085552823,0.149892057,0.056320561,0.037039148,0.011691312,0.028459725,0.048404292,0.075375783,0.127946373,0.104628332,0.096845433,0.015071336,0.042076706,0.07813539,0.136444005,0.27403813,0.775194681,0.10374283,0.603880862,0.727807832,0.787992821,0.842466487,0.906583369
13,ZG,Aug-15,0.013016294,0.009999592,0.002573146,0.005990674,0.010393612,0.017029289,0.033087658,0.011866947,0.008947001,0.002446714,0.00568982,0.009520863,0.015461723,0.028881929,0.478755581,0.467172625,0.003217932,0.009387355,0.449505126,0.950266236,0.974362255,0.496361179,0.47277323,0.005909865,0.018415285,0.525831038,0.971115293,0.985157648
14,BT,Sep-15,0.253919547,0.115576625,0.067698211,0.167834453,0.251948105,0.332071298,0.449936195,0.164158248,0.095178334,0.036762101,0.092855875,0.149146023,0.219502862,0.348545445,0.271243901,0.169369783,0.049305936,0.139579616,0.243261602,0.373327076,0.598981157,0.310678304,0.126971005,0.084893766,0.224517701,0.318338778,0.401637164,0.506652625
15,BZL,Sep-15,0.153567325,0.083185979,0.035415469,0.089166161,0.142857264,0.209019071,0.304368603,0.12705922,0.074144185,0.027290899,0.068540606,0.115929545,0.173474809,0.266573456,0.24872427,0.173315557,0.037454819,0.11103962,0.213070932,0.343410899,0.608135732,0.470649185,0.152638552,0.167045625,0.38519711,0.494405703,0.576095466,0.683680294
16,TC,Sep-15,0.211509849,0.102473506,0.052276827,0.133380428,0.2070006,0.282603763,0.384882762,0.13579659,0.080946964,0.029500904,0.073171922,0.121535023,0.186288719,0.288694282,0.244663081,0.16788797,0.040304066,0.114685461,0.208678359,0.338488064,0.569611207,0.40803048,0.139131903,0.136819567,0.327046471,0.42306249,0.502905636,0.616926999
17,SG,Sep-15,0.434706051,0.131429472,0.195511661,0.357073837,0.443527418,0.52173017,0.635219886,0.157624239,0.097556778,0.03629917,0.087070094,0.139671961,0.207443249,0.336706911,0.209730994,0.138159962,0.04179526,0.104706856,0.183027981,0.279733423,0.481047883,0.197938716,0.09548257,0.047550713,0.12395549,0.194332409,0.26742117,0.353710168
18,HTX,Sep-15,0.384622804,0.130248122,0.153910436,0.299674144,0.393515759,0.472402646,0.585802193,0.167920742,0.100413762,0.038573777,0.09559506,0.150766275,0.221104017,0.364441592,0.230798447,0.145634637,0.04500266,0.119540837,0.205446429,0.315256838,0.513451655,0.216658007,0.099168181,0.056811554,0.142825123,0.217683228,0.286962305,0.380833831
19,AH,Sep-15,0.383712436,0.131213708,0.146403444,0.299833773,0.392979451,0.474203953,0.586306617,0.160812446,0.095382026,0.036030213,0.090148373,0.144760861,0.214898273,0.339832988,0.230235017,0.147607444,0.045843583,0.117101747,0.203017003,0.311325955,0.519420925,0.225240101,0.10152005,0.058095026,0.150733714,0.225883656,0.294477116,0.39063518
20,JAQ,Sep-15,0.132048355,0.075810311,0.027769066,0.074389178,0.121373129,0.178492477,0.271009828,0.114464932,0.067545374,0.024291315,0.062298707,0.103329655,0.156462215,0.239964321,0.227357126,0.165850109,0.036637027,0.101542874,0.187377045,0.313473414,0.560122534,0.526129587,0.148921064,0.235935302,0.445170238,0.545537861,0.627815103,0.73431078
21,LKK,Sep-15,0.289726021,0.119689442,0.090171574,0.206096098,0.289878319,0.368975193,0.490714362,0.153686982,0.093815161,0.032450918,0.083905726,0.137232027,0.20559164,0.334008149,0.25346672,0.16484589,0.043322433,0.125918652,0.221347446,0.351776161,0.569393829,0.303120277,0.1233659,0.07807171,0.218697873,0.312605747,0.390487826,0.495156395
22,GLP,Aug-15,0.077252875,0.049734291,0.016246946,0.039241234,0.067068084,0.104730717,0.171492918,0.079647457,0.049152005,0.017593941,0.04147773,0.070689961,0.10879771,0.171660451,0.18029339,0.160683663,0.024243814,0.067317602,0.1320573,0.237423063,0.52162715,0.662806278,0.158380341,0.34233321,0.602994857,0.692945759,0.763830814,0.853956243
23,LJD,Aug-15,0.056834136,0.037945648,0.012093671,0.02854044,0.048006851,0.076581608,0.131368318,0.058847395,0.038525848,0.012847098,0.030214198,0.05025601,0.078430101,0.133856262,0.125765464,0.125804751,0.015736509,0.044123369,0.087628942,0.159399889,0.375650055,0.758553005,0.129361387,0.517005885,0.712648354,0.782846506,0.840718481,0.906415033
24,JPD,Aug-15,0.139927324,0.080724473,0.031775075,0.07698637,0.127399457,0.189448273,0.295612868,0.119905357,0.070138979,0.026932603,0.065246044,0.109104563,0.164564597,0.249983605,0.249327791,0.176252359,0.035987002,0.111186727,0.210746638,0.34488945,0.604152472,0.490839527,0.158948614,0.172257737,0.404536337,0.514613886,0.599487595,0.706004217
25,GLD,Aug-15,0.277319104,0.118223831,0.07868409,0.190504238,0.278696996,0.361970023,0.469734429,0.161649303,0.094260801,0.036369505,0.090013551,0.146432354,0.219797117,0.335511487,0.26738212,0.168474812,0.049066083,0.133590577,0.234223087,0.373229717,0.591577865,0.293649473,0.120896989,0.08227688,0.207176897,0.301669133,0.381098679,0.482419171
26,YZP,Aug-15,0.199011171,0.098871338,0.048683048,0.122350738,0.19606836,0.266672622,0.372309592,0.09099658,0.058308292,0.019655555,0.046650906,0.078143154,0.123010634,0.205445569,0.140782987,0.106692925,0.026656922,0.064549694,0.116143253,0.185796789,0.341877209,0.569209263,0.113760636,0.384904859,0.501626152,0.571602483,0.64506121,0.742243045
27,LJB,Aug-15,0.600750655,0.1217391,0.394520776,0.530726655,0.607797726,0.681032135,0.789864857,0.135602798,0.086542843,0.028143489,0.074329301,0.120302926,0.179734194,0.289898859,0.144038087,0.100771311,0.02812728,0.069768916,0.122359546,0.1938871,0.337478958,0.11960846,0.065673793,0.026838955,0.068907628,0.11156093,0.165087104,0.236973874
28,SNP,Aug-15,0.509325356,0.12688897,0.292309609,0.436475016,0.512309421,0.589375508,0.717731255,0.088568204,0.063820167,0.020086118,0.045499239,0.073597367,0.114415953,0.203201706,0.13928919,0.108331885,0.023935157,0.06332659,0.112376951,0.18331284,0.345924425,0.262817249,0.105581712,0.078553105,0.192580574,0.265624289,0.335952321,0.430417052
29,LZ,Aug-15,0.593615975,0.122356964,0.381520976,0.523994723,0.601708075,0.67372612,0.778677224,0.162147186,0.10114396,0.0358612,0.090552019,0.144959994,0.210947393,0.346106449,0.142672063,0.100491467,0.02747098,0.069444746,0.119948915,0.191297912,0.33739506,0.101564776,0.058453751,0.023428554,0.056835549,0.09329166,0.137475507,0.212349069
30,ZT,Aug-15,0.132285095,0.07524996,0.029423046,0.073965749,0.122309954,0.178696307,0.271417032,0.110610457,0.065221953,0.024324417,0.060671839,0.100332847,0.148927396,0.232030823,0.225302123,0.162348162,0.037149294,0.100691501,0.183998352,0.311129327,0.5544244,0.531802325,0.146958602,0.247038036,0.455959671,0.549750064,0.629325624,0.740241948
31,MD,Aug-15,0.146276185,0.080632847,0.032934637,0.082681944,0.136384658,0.198226569,0.292531797,0.107549597,0.063522148,0.023941905,0.058560578,0.095860068,0.146294634,0.226704237,0.203968778,0.151527288,0.033119904,0.092900412,0.166327312,0.277571726,0.510348362,0.54220544,0.138859858,0.273619631,0.47161905,0.558937412,0.634942631,0.734705714
32,FL,Aug-15,0.127345271,0.073660427,0.028037061,0.069435041,0.115422799,0.17373667,0.26530012,0.106415231,0.062600995,0.02345334,0.058490635,0.094718351,0.143823355,0.224318579,0.215532609,0.153983345,0.033444662,0.097722118,0.178862745,0.297898604,0.51162663,0.550706888,0.143614537,0.283118089,0.474235129,0.566295571,0.645806315,0.754650354
33,ZX,Aug-15,0.154351059,0.085256314,0.034344099,0.087962445,0.14527863,0.210669197,0.308303791,0.101533225,0.062398105,0.022623699,0.055173589,0.09000558,0.137482447,0.219683825,0.181983182,0.136031282,0.030622152,0.0822106,0.149683106,0.248028621,0.447974184,0.562132533,0.128661165,0.329748448,0.49477176,0.571479992,0.64654204,0.751251383
34,WZ,Aug-15,0.061858633,0.042133771,0.012156799,0.030230218,0.052235526,0.084034823,0.14401311,0.057115301,0.037519271,0.012123931,0.028650261,0.048693419,0.07778166,0.129984037,0.103313512,0.088343998,0.015970986,0.041212802,0.079428808,0.138139614,0.270045663,0.777712553,0.096372207,0.61613264,0.724809538,0.788535164,0.842316652,0.910076684
35,FJ,Aug-15,0.081512446,0.052753927,0.016385094,0.040674169,0.070534648,0.112584118,0.183831878,0.07063547,0.045164207,0.014382917,0.036208833,0.060974004,0.09506855,0.159729448,0.131960582,0.110022184,0.018588143,0.053724934,0.103649305,0.178469663,0.335275786,0.715891502,0.113305624,0.519685645,0.659286357,0.728438529,0.789375555,0.871996416
36,ZG,Aug-15,0.334239402,0.125562851,0.120406389,0.250933329,0.335740577,0.421033501,0.536383766,0.149124343,0.089835426,0.031618206,0.079707591,0.134436993,0.202831637,0.318594038,0.233727542,0.151711311,0.04237818,0.115868925,0.20617376,0.320055368,0.524748801,0.282908714,0.114371782,0.087583363,0.205368817,0.286232233,0.363197152,0.467039432
37,YC,Aug-15,0.5820233,0.121589212,0.381443858,0.509509757,0.585130416,0.661847035,0.772669031,0.102918773,0.06919001,0.022322263,0.052363425,0.089870693,0.135709393,0.230543701,0.145741921,0.105462584,0.028087781,0.070358064,0.122202414,0.194963366,0.333705509,0.169316006,0.085947327,0.0408581,0.104199934,0.164878509,0.227800911,0.319404653
38,BT,Mar-16,0.523748,0.124829731,0.306407812,0.451071908,0.530288129,0.603674855,0.715764814,0.125220536,0.082193437,0.028988078,0.067776071,0.109462499,0.161002167,0.272825233,0.169012444,0.115130062,0.031372516,0.083392423,0.146009823,0.230603179,0.38154496,0.182019021,0.086457828,0.047964633,0.117373817,0.177421124,0.239613881,0.332319586
39,BZL,Mar-16,0.085597058,0.053044746,0.01828565,0.044141816,0.075689027,0.115728311,0.187340535,0.082045261,0.050538822,0.018383992,0.042397566,0.07206821,0.112199942,0.177931839,0.173205211,0.143117386,0.024473589,0.069729183,0.132680018,0.233979201,0.462051978,0.659152471,0.141687604,0.388411989,0.593859836,0.68154014,0.752957702,0.847032396
40,TC,Mar-16,0.277529009,0.116049987,0.086069607,0.191842721,0.280297694,0.358865412,0.467237284,0.133954546,0.081942295,0.030847678,0.072074598,0.117036162,0.181459132,0.294456728,0.225598442,0.152473795,0.03895745,0.110135898,0.191651806,0.310983458,0.524306983,0.362918003,0.126848151,0.127074307,0.281052885,0.374491618,0.449603598,0.558354953
41,SG,Mar-16,0.659066799,0.119331302,0.466145921,0.597005458,0.669446069,0.736520738,0.824498022,0.171598436,0.105685339,0.039774895,0.096628178,0.154477517,0.221892525,0.356550688,0.101894904,0.078027323,0.018798506,0.04825301,0.084410085,0.134377694,0.237952307,0.067439861,0.040993318,0.015409296,0.036311098,0.059931036,0.090605321,0.144795783
42,HTX,Mar-16,0.215583318,0.104375089,0.053253278,0.136291901,0.212678181,0.286907141,0.395414337,0.126016379,0.076419058,0.028822058,0.068299727,0.111352159,0.168204808,0.27516793,0.223777248,0.157234219,0.037516675,0.105368176,0.187853641,0.304014852,0.543201324,0.434623054,0.132170448,0.188366833,0.361026459,0.445702371,0.522378641,0.633751773
43,AH,Mar-16,0.113295492,0.066542007,0.025568466,0.062431311,0.102086183,0.150111692,0.243677781,0.109991899,0.063514719,0.02481419,0.062275585,0.100290686,0.149099266,0.22964146,0.240226207,0.17670179,0.035259544,0.101237572,0.196222118,0.337322745,0.598530443,0.536486402,0.159578393,0.221296618,0.450751695,0.560273342,0.649189685,0.756422606
44,LKK,Mar-16,0.228726644,0.11035356,0.058513916,0.14508695,0.225271318,0.30382807,0.415574142,0.125891652,0.076729821,0.028143349,0.067412259,0.110169219,0.171261027,0.271565065,0.23057406,0.158200929,0.039607866,0.109192302,0.19452604,0.316084223,0.541460119,0.414807644,0.134894858,0.165880393,0.332782188,0.426653807,0.508050223,0.616091926
45,GLP,Mar-16,0.191008268,0.098682198,0.041945712,0.114474977,0.185050621,0.259004149,0.364767421,0.08578573,0.055812924,0.018683768,0.043939354,0.07384239,0.115220079,0.197788646,0.121779022,0.096778304,0.021772844,0.053267754,0.097942243,0.161082328,0.305486711,0.60142698,0.109049532,0.424111063,0.536485548,0.60194583,0.668118343,0.781335217
46,LJD,Mar-16,0.067146165,0.04681296,0.012556753,0.031285169,0.057060722,0.091085876,0.154521678,0.049850361,0.033173694,0.01035509,0.025179407,0.042481596,0.067252039,0.112220066,0.070762277,0.053154172,0.012164697,0.032111205,0.05725843,0.094611113,0.175937974,0.812241198,0.071977905,0.684746747,0.766642459,0.817666014,0.865060503,0.919027888
47,JPD,Mar-16,0.077109908,0.051853718,0.014409593,0.03691523,0.065720255,0.105904467,0.178384712,0.051512481,0.034177356,0.01061197,0.025645899,0.044002181,0.068852866,0.118314975,0.075055731,0.057163853,0.013326105,0.032909415,0.060367697,0.101868711,0.1863993,0.796321881,0.077251477,0.66466211,0.746035011,0.799197246,0.853259803,0.915376073
48,GLD,Mar-16,0.053127528,0.035995515,0.010783381,0.026183018,0.044750809,0.07189831,0.124057546,0.044001503,0.029086616,0.009252404,0.022206433,0.037195934,0.059207302,0.101418269,0.069538141,0.056799861,0.010756506,0.028624985,0.053615804,0.095153022,0.176356661,0.833332827,0.070002758,0.710955152,0.791235542,0.839929041,0.88411895,0.932249531
49,YZP,Mar-16,0.064484011,0.043103318,0.013029703,0.031665085,0.055271643,0.087458217,0.147742929,0.05077257,0.034481838,0.009980099,0.024697355,0.043569949,0.068797051,0.116912001,0.08111512,0.066597082,0.013591365,0.035078899,0.063398774,0.10932864,0.201267668,0.803628299,0.079289516,0.670020089,0.756722704,0.81006669,0.860075307,0.91766201
50,LJB,Mar-16,0.079505852,0.050339119,0.017444276,0.041729984,0.067897556,0.107080742,0.176883303,0.126269941,0.075390278,0.024742665,0.067405245,0.114986472,0.1738239,0.267417066,0.457763078,0.240477472,0.061652052,0.250392013,0.48762989,0.650951648,0.819146728,0.336461129,0.209624667,0.041656735,0.152980969,0.311095306,0.506388538,0.688564678
51,SNP,Mar-16,0.025572209,0.018528273,0.005054428,0.012165627,0.021119202,0.033505798,0.063178918,0.026647544,0.018558884,0.005491932,0.012968699,0.022281252,0.035469846,0.063002171,0.065093865,0.149286625,0.006452351,0.016423956,0.03032628,0.054145071,0.132891631,0.882686383,0.154118803,0.797965004,0.88211191,0.914430701,0.940057562,0.965101098
52,LZ,Mar-16,0.200048479,0.099358851,0.049023884,0.123665341,0.194010444,0.269405255,0.371830182,0.121822396,0.073302777,0.027741882,0.064948085,0.108288521,0.167150539,0.262099208,0.221997438,0.159388745,0.036949552,0.10252058,0.186010117,0.303702102,0.552284792,0.456131687,0.136829572,0.192160239,0.37894244,0.47067495,0.549437345,0.65045816
53,ZT,Jan-16,0.077784378,0.051315438,0.015979757,0.038649419,0.066087651,0.107010529,0.178665128,0.066064108,0.042422891,0.013203143,0.033745855,0.056919494,0.090233547,0.146750096,0.121722485,0.105499275,0.018243729,0.050124115,0.094044851,0.158936152,0.315125436,0.73442903,0.110563626,0.551335875,0.677483482,0.745215042,0.807387072,0.881165946
54,MD,Jan-16,0.249299351,0.112216217,0.067836063,0.16558412,0.249685333,0.327609554,0.431078633,0.083348775,0.05671335,0.016110771,0.040813282,0.070435145,0.110691437,0.198380863,0.11628707,0.094455647,0.021372139,0.053169293,0.093113374,0.15041002,0.286480862,0.551064804,0.108891373,0.379468494,0.484705849,0.550975339,0.619573962,0.721114137
55,FL,Jan-16,0.445719233,0.12917062,0.222177793,0.368017336,0.447819104,0.529748778,0.651374537,0.081151561,0.05856346,0.017860573,0.039973528,0.067920731,0.106309669,0.194054505,0.126820127,0.104066792,0.021902463,0.057008538,0.101973761,0.163184483,0.310715506,0.346309079,0.111888651,0.142989279,0.27931234,0.354713405,0.419873613,0.518606281
56,ZX,Jan-16,0.264878591,0.115164141,0.078085274,0.18268643,0.263838579,0.343113617,0.457036355,0.108478286,0.068852294,0.024127137,0.056368354,0.094877283,0.147339321,0.242707286,0.185584476,0.139905875,0.030585002,0.08233026,0.150939706,0.247457341,0.461995001,0.441058647,0.126527491,0.201321542,0.372505842,0.448558618,0.525559848,0.631223285
57,WZ,Jan-16,0.406927788,0.127995769,0.186760259,0.328128493,0.407740137,0.490355705,0.611756514,0.075318046,0.055619062,0.01589067,0.036527892,0.061695164,0.098313857,0.185574248,0.109645555,0.092501698,0.02104822,0.051444822,0.087625499,0.140204879,0.26536976,0.408108611,0.110892229,0.219114134,0.343388195,0.412541723,0.481426371,0.576778333
58,FJ,Jan-16,0.217670105,0.115258507,0.040322652,0.126427499,0.215315948,0.298820607,0.41189566,0.048787214,0.034759441,0.009899021,0.02344949,0.040653877,0.064948351,0.118104406,0.049224183,0.036056472,0.01023154,0.023234343,0.039787263,0.065604731,0.118812239,0.684318498,0.106152479,0.514713149,0.610283556,0.680727307,0.759183012,0.863837762
59,ZG,Jan-16,0.316002084,0.124102172,0.102187929,0.233395175,0.317796808,0.398496042,0.518324287,0.079644422,0.055677711,0.017678265,0.039910813,0.066414865,0.104881908,0.19108536,0.114815769,0.096234153,0.022725642,0.052094164,0.089813941,0.147916545,0.287743553,0.489537726,0.111243223,0.312294801,0.420740516,0.49475772,0.560281213,0.665666717
60,YC,Jan-16,0.258381309,0.11226285,0.073133905,0.176714868,0.259538988,0.335943401,0.443238301,0.08208648,0.054701211,0.018312792,0.041462976,0.069083651,0.110879627,0.188012119,0.116946607,0.093253398,0.02058127,0.051865327,0.092868382,0.152292056,0.296217155,0.542585605,0.108608501,0.375258651,0.475894046,0.541177612,0.610954118,0.718059173
61,L3,Jan-18,0.333655579,0.122215327,0.11985998,0.250892254,0.336811096,0.417175181,0.528827242,0.099801961,0.065933454,0.022866719,0.051223469,0.085032201,0.133554552,0.228061185,0.165008797,0.127378367,0.029010163,0.075018058,0.130417479,0.2186051,0.413566246,0.401533662,0.116059278,0.198232215,0.332089126,0.409448961,0.477880691,0.578285886
62,L2,Jan-18,0.153300878,0.08520902,0.034450343,0.087084801,0.142757581,0.208111865,0.309200917,0.117851701,0.069271372,0.025796509,0.065626557,0.106551268,0.158950745,0.248710519,0.229212797,0.162382601,0.039991206,0.10258732,0.189996195,0.314393315,0.555433761,0.499634623,0.147158411,0.212962371,0.421085668,0.518807852,0.600003405,0.709814836
63,L1,Jan-18,0.164181296,0.08879535,0.036504281,0.094875191,0.155857773,0.220848527,0.322772305,0.104780132,0.06536214,0.021789813,0.054087881,0.0927875,0.142147399,0.233269575,0.186160605,0.145547254,0.028515221,0.080005533,0.15184908,0.249981915,0.468898721,0.544877967,0.134198262,0.300192489,0.478538988,0.560467429,0.633536529,0.731278023
64,B10,Jan-18,0.137220037,0.079499921,0.029091131,0.073717724,0.127270212,0.187041288,0.281573762,0.092205019,0.05691459,0.018779963,0.049022103,0.081947552,0.124333699,0.199701697,0.159555578,0.121660656,0.02634875,0.069687502,0.129814914,0.216142795,0.401961415,0.611019366,0.121434134,0.398949372,0.543540785,0.62095367,0.691157802,0.789830067
65,B8,Jan-18,0.249645624,0.113908452,0.067362396,0.164559139,0.246700104,0.32907509,0.4396668,0.121675383,0.074938404,0.026653748,0.064146344,0.108082832,0.16418994,0.263921354,0.211797015,0.150107495,0.03535697,0.100241096,0.176986399,0.287193023,0.51638096,0.416881978,0.129060513,0.176156027,0.343038049,0.429243195,0.504034621,0.606795401
66,B7,Jan-18,0.279175381,0.116763429,0.084485906,0.194612228,0.281105248,0.358615763,0.470024574,0.14399516,0.085100268,0.032638948,0.080178426,0.127613333,0.194027655,0.305636202,0.246875916,0.160301124,0.044457367,0.122889766,0.216261058,0.339737492,0.551822854,0.329953543,0.127824672,0.096651163,0.24655195,0.339407704,0.420608389,0.524784357
67,B6,Jan-18,0.410101138,0.128816422,0.181126631,0.330983415,0.417460331,0.495213788,0.609862656,0.102673289,0.069772454,0.021744556,0.052770126,0.086757289,0.134645031,0.23320968,0.168415727,0.128579814,0.029102502,0.074817761,0.134268821,0.227139842,0.418281495,0.318809845,0.11529958,0.112967415,0.245933799,0.322466613,0.39714047,0.502619217
68,B5,Jan-18,0.353844479,0.13073078,0.122955572,0.270160738,0.358146989,0.44411543,0.565440455,0.138120322,0.086250678,0.032348428,0.072560726,0.121319863,0.184168639,0.305295073,0.217222549,0.147329786,0.038168902,0.105349733,0.186691272,0.295229916,0.50716109,0.29081265,0.115398734,0.0871811,0.211650198,0.297696861,0.37066189,0.472214731
69,B4,Jan-18,0.554277555,0.121468778,0.348011245,0.48002984,0.558946457,0.636508771,0.745444694,0.087655303,0.062761157,0.019251889,0.044677163,0.072886592,0.114267467,0.200751376,0.133662119,0.097533856,0.02546039,0.06130216,0.111319719,0.17740189,0.315393251,0.224405023,0.097758523,0.060553066,0.154063595,0.226118386,0.292610333,0.386968687
70,B3,Jan-18,0.401092226,0.12708636,0.17411813,0.322837585,0.408587716,0.483262071,0.603347957,0.110241889,0.071638187,0.025162931,0.057996865,0.09611026,0.144422626,0.245384829,0.174414808,0.12869181,0.030444854,0.079383315,0.143370571,0.234771875,0.433604186,0.314251077,0.113108587,0.109521447,0.240207332,0.318749403,0.389920073,0.4951584
71,B2,Jan-18,0.218602648,0.103224304,0.060039628,0.140904898,0.213859579,0.288968199,0.3927609,0.112891981,0.06920385,0.024423418,0.059223077,0.099820989,0.153626035,0.24310754,0.194301684,0.141302575,0.031437026,0.089812194,0.162376896,0.261905149,0.473115304,0.474203688,0.127237731,0.244751186,0.401609291,0.484502916,0.560253014,0.665124279
72,B1,Jan-18,0.118751609,0.07000687,0.025989026,0.064731302,0.108220661,0.158635702,0.252226858,0.121430905,0.070539383,0.025769267,0.067722732,0.110906117,0.165722836,0.251879474,0.267808856,0.18548473,0.042354547,0.12063171,0.227539865,0.374798982,0.643238712,0.492008631,0.164886953,0.165780445,0.397944549,0.519113553,0.606669622,0.72336794
73,X2,Jan-18,0.268478481,0.114665577,0.078101331,0.183261168,0.272085399,0.350891605,0.454495218,0.122674788,0.075782394,0.027568507,0.065801242,0.106869358,0.164793232,0.26732563,0.207388849,0.147317419,0.038946897,0.097351968,0.174760915,0.280798218,0.505936441,0.401457883,0.126424092,0.169786012,0.325414022,0.409987168,0.485439509,0.594477096
74,X1,Jan-18,0.365846005,0.127699444,0.14283346,0.282231522,0.366983818,0.449808913,0.57073723,0.101806172,0.067835687,0.02224558,0.051990973,0.087436747,0.135791434,0.231782925,0.170928152,0.130296618,0.029682684,0.078005636,0.136770757,0.227535408,0.42170997,0.361419671,0.120509004,0.14479776,0.287268709,0.36918748,0.439861208,0.549719671
75,L3,Mar-18,0.017942374,0.013934776,0.003617812,0.008471254,0.014235749,0.023072974,0.0444179,0.016935316,0.012208655,0.003347194,0.008206146,0.014026399,0.022405235,0.041704386,0.245079395,0.388191712,0.004728843,0.011860501,0.023641784,0.271170166,0.952710199,0.720042915,0.39363564,0.013600131,0.684137222,0.940081709,0.959847551,0.978019455
76,L2,Mar-18,0.724452402,0.098762523,0.563357638,0.663811061,0.727388003,0.79328793,0.875641542,0.092624784,0.064959722,0.018251096,0.046619671,0.079205836,0.123982964,0.208253746,0.094931347,0.068320636,0.018791986,0.046843075,0.079675579,0.127896306,0.218552316,0.087991467,0.054099089,0.018436752,0.045662787,0.077593717,0.121561644,0.193081569
77,L1,Mar-18,0.526142748,0.124073944,0.315224505,0.454136229,0.52925074,0.609641653,0.718820587,0.089953243,0.062345127,0.021461457,0.046509067,0.075863978,0.116709876,0.203936791,0.139474333,0.103009397,0.025047084,0.065682742,0.116711723,0.184622808,0.339647554,0.244429676,0.104211873,0.066382644,0.171019892,0.249510777,0.316658466,0.411817349
